구,법정동,아파트명,r_c,n,last_ym,r_dong,입지가치지수,avg_price_per_sqm,median_amount,lat,lon,subway_dist_km,nearest_station,commute_minutes,pred_idx,final_resid,deviation_pct,zone,extreme_deviation,blue_candidate_lowconf,confidence
노원구,상계동,상계주공7(고층),-0.13095267107805877,131,202603,-0.33837159335803557,-0.13857836675011673,1197.7415686868483,55800.0,37.66727,127.07242,0.6705814960057204,불암산,42,-0.23914688174013743,0.1005685149900207,10.1,Gray,False,False,높음
중구,신당동,남산타운,0.3054780318916131,125,202603,0.1805329860512685,0.300672453205446,1759.6373687227037,147500.0,37.5465805104561,127.00703402265,0.7975836043252401,금호,23,0.09911552517744404,0.20155692802800196,20.2,Gray,False,False,높음
강동구,길동,삼익파크맨션,-0.07544026800670858,124,202603,-0.15667686721835844,-0.07858897340250896,1427.4777264758393,105000.0,37.5447405093763,127.147620276993,0.4264242706841119,굽은다리,24,0.1402184574526968,-0.21880743085520576,-21.9,Gray,False,False,높음
강동구,상일동,고덕롯데캐슬베네루체,0.07936355032537226,124,202603,0.11957279321176165,0.08092204811166642,2003.6383110643478,155000.0,37.549312250137085,127.1678007705208,0.8358833035551246,상일동,24,0.07404195213038733,0.0068800959812790885,0.7,Gray,False,False,높음
구로구,개봉동,한마을,-0.21233108592194883,124,202603,-0.3518348128307494,-0.21773820711996436,1069.6292004529919,82250.0,37.495266073058716,126.86250078204634,0.34104877751786994,개봉,45,-0.24253881683311374,0.024800609713149374,2.5,Gray,False,False,높음
노원구,월계동,한진한화그랑빌,-0.14866152318627981,124,202603,-0.2535145399746606,-0.1527255936044341,1162.0399321270818,90000.0,37.61780416116174,127.06856779530985,0.3378289918134549,석계,30,0.04123556752757129,-0.1939611611320054,-19.4,Gray,False,False,높음
노원구,상계동,상계주공9(고층),-0.33518546319065606,124,202603,-0.33837159335803557,-0.33530895660799637,957.4562116311379,49500.0,37.66727,127.07242,0.6705814960057204,불암산,42,-0.23914688174013743,-0.09616207486785894,-9.6,Gray,False,False,높음
성북구,길음동,롯데캐슬클라시아,-0.08595135568166098,123,202603,-0.06091699328471714,-0.08497345090053036,1990.0145181599826,144000.0,37.60831836870625,127.02653980629981,0.5627795297656394,길음,40,-0.18395679672657916,0.0989833458260488,9.9,Gray,False,False,높음
도봉구,창동,창동주공3단지(해등마을),-0.19201863724563978,119,202603,-0.26856099041075626,-0.19510502245391062,1087.4632393408133,59900.0,37.6534371,127.0488204,0.038741578802191284,창동,34,0.014039481450043856,-0.20914450390395448,-20.9,Gray,False,False,높음
관악구,봉천동,관악푸르지오,0.04068062484752141,118,202603,-0.11290084667273516,0.0344374755987305,1424.8113126393444,91000.0,37.48730982964421,126.96086404320091,0.9295185634776006,남성,36,-0.1676945220390983,0.2021319976378288,20.2,Gray,False,False,높음
강서구,화곡동,강서힐스테이트,-0.034189118426689216,118,202603,-0.19304958963224267,-0.04064686115862229,1569.6366006795206,140500.0,37.54675178573402,126.84011485946367,0.4052799740639909,우장산,45,-0.2529198214730375,0.2122729603144152,21.2,Gray,False,False,높음
